Date,AirCraft_Type,AirCraft_Regn,AirCraft_FltNo,From,To,Total_Payload_kg,Distance_Flown_km,Hours_Flown
7/12/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,1006,685,2.7
7/13/2021,C208,5Y-ESU,MAF 1,WILSON,MARSABIT,644,448,1.7
7/13/2021,C208,5Y-ESU,MAF 1,MARSABIT,WILSON,908,452,1.5
7/13/2021,C208,5Y-ESU,MAF 1,WILSON,LAMU,806,479,1.7
7/15/2021,C208,5Y-ESU,MAF 1,LAMU,BURA,1061,170,0.8
7/15/2021,C208,5Y-ESU,MAF 1,BURA,WILSON,1174,346,1.3
7/16/2021,C208,5Y-ESU,MAF 1,WILSON,WILSON,618,130,0.5
7/28/2021,C208,5Y-ESU,MAF 1,WILSON,WILSON,734,207,0.8
7/30/2021,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,1037,685,2.5
7/30/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,969,685,2.5
8/9/2021,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,1041,685,2.6
8/9/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,1087,685,2.3
8/10/2021,C208,5Y-ESU,MAF 1,WILSON,WILSON,943,181,0.7
8/20/2021,C208,5Y-ESU,MAF 1,WILSON,GATAB,655,446,1.7
8/20/2021,C208,5Y-ESU,MAF 1,GATAB,LOKICHOGGIO,188,337,1.2
8/20/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,1039,685,2.7
8/23/2021,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,638,685,2.3
8/23/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,1016,685,2.6
8/24/2021,C208,5Y-ESU,MAF 1,WILSON,LODWAR,824,522,1.9
8/25/2021,C208,5Y-ESU,MAF 1,LODWAR,LOYENGALANI,1117,130,0.5
8/25/2021,C208,5Y-ESU,MAF 1,LOYENGALANI,WILSON,1201,492,1.6
8/27/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,KAPOETA,1028,106,0.5
8/27/2021,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1105,65,0.3
8/27/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,TORIT,820,104,0.4
8/27/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1223,120,0.5
8/27/2021,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,730,685,2.4
8/31/2021,C208,5Y-ESU,MAF 1,JUBA,BOR,707,146,0.6
8/31/2021,C208,5Y-ESU,MAF 1,BOR,RENK,1167,620,2.3
8/31/2021,C208,5Y-ESU,MAF 1,RENK,JUBA,663,763,2.7
9/1/2021,C208,5Y-ESU,MAF 1,JUBA,TONJ,834,419,1.6
9/1/2021,C208,5Y-ESU,MAF 1,TONJ,JUBA,878,419,1.6
9/3/2021,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,1019,220,0.9
9/3/2021,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1163,220,0.9
9/3/2021,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,987,220,0.9
9/3/2021,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1082,65,0.3
9/3/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,TORIT,802,104,0.5
9/3/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1206,120,0.5
9/10/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,927,120,0.5
9/10/2021,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1002,119,0.5
9/10/2021,C208,5Y-ESU,MAF 1,KAPOETA,LOKICHOGGIO,1084,106,0.5
9/10/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,KAPOETA,1084,106,0.5
9/10/2021,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1148,119,0.5
9/10/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1220,120,0.6
9/11/2021,C208,5Y-ESU,MAF 1,JUBA,KAJO KEJI,1116,113,0.5
9/11/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,JUBA,917,113,0.5
9/13/2021,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,978,222,0.9
9/13/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,791,65,0.3
9/13/2021,C208,5Y-ESU,MAF 1,KAPOETA,KIMATONG,1175,39,0.3
9/13/2021,C208,5Y-ESU,MAF 1,KIMATONG,TORIT,741,80,0.3
9/13/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1257,120,0.5
9/13/2021,C208,5Y-ESU,MAF 1,JUBA,LOKUTOK,1091,143,0.6
9/13/2021,C208,5Y-ESU,MAF 1,LOKUTOK,OHILANG,737,9,0.1
9/13/2021,C208,5Y-ESU,MAF 1,OHILANG,JUBA,1115,133,0.6
9/14/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,885,148,0.7
9/14/2021,C208,5Y-ESU,MAF 1,MUNDRI,IBBA,894,146,0.6
9/14/2021,C208,5Y-ESU,MAF 1,IBBA,YAMBIO,894,85,0.4
9/14/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,1037,352,1.4
9/15/2021,C208,5Y-ESU,MAF 1,JUBA,TONJ,904,419,1.6
9/15/2021,C208,5Y-ESU,MAF 1,TONJ,WAU,968,91,0.4
9/15/2021,C208,5Y-ESU,MAF 1,WAU,JUBA,998,509,1.9
9/17/2021,C208,5Y-ESU,MAF 1,JUBA,KAJO KEJI,1032,113,0.6
9/17/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,JUBA,826,113,0.6
9/17/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,983,120,0.6
9/17/2021,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1074,119,0.5
9/17/2021,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1133,220,1
9/21/2021,C208,5Y-ESU,MAF 1,JUBA,WAU,738,509,1.8
9/21/2021,C208,5Y-ESU,MAF 1,WAU,JUBA,1016,509,1.9
9/22/2021,C208,5Y-ESU,MAF 1,JUBA,RUMBEK,915,304,1.1
9/22/2021,C208,5Y-ESU,MAF 1,RUMBEK,YIROL,1100,98,0.5
9/22/2021,C208,5Y-ESU,MAF 1,YIROL,RUMBEK,1173,98,0.4
9/22/2021,C208,5Y-ESU,MAF 1,RUMBEK,JUBA,1119,304,1.2
9/23/2021,C208,5Y-ESU,MAF 1,JUBA,TONJ,1034,419,1.6
9/23/2021,C208,5Y-ESU,MAF 1,TONJ,RUMBEK,1091,120,0.5
9/23/2021,C208,5Y-ESU,MAF 1,RUMBEK,YIROL,1018,98,0.5
9/23/2021,C208,5Y-ESU,MAF 1,YIROL,JUBA,1216,222,1
9/24/2021,C208,5Y-ESU,MAF 1,JUBA,KURON,734,337,1.3
9/24/2021,C208,5Y-ESU,MAF 1,KURON,CHUKUDUM,939,204,0.9
9/24/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,754,65,0.3
9/24/2021,C208,5Y-ESU,MAF 1,KAPOETA,KIMATONG,1130,39,0.3
9/24/2021,C208,5Y-ESU,MAF 1,KIMATONG,TORIT,710,80,0.4
9/24/2021,C208,5Y-ESU,MAF 1,JUBA,JUBA,1234,120,0.6
10/12/2021,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,899,352,1.4
10/12/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,1020,352,1.3
10/12/2021,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,917,352,1.4
10/12/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,988,352,1.3
10/13/2021,C208,5Y-ESU,MAF 1,JUBA,YEI,980,126,0.6
10/13/2021,C208,5Y-ESU,MAF 1,YEI,KAJO KEJI,1088,107,0.5
10/13/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,NIMULE,861,56,0.3
10/13/2021,C208,5Y-ESU,MAF 1,NIMULE,ARUA,985,145,0.6
10/13/2021,C208,5Y-ESU,MAF 1,ARUA,JUBA,1179,217,0.8
10/14/2021,C208,5Y-ESU,MAF 1,JUBA,KURON,898,337,1.3
10/14/2021,C208,5Y-ESU,MAF 1,KURON,JUBA,1107,337,1.2
10/15/2021,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,1013,220,1.1
10/15/2021,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1179,65,0.3
10/15/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,913,222,0.8
10/15/2021,C208,5Y-ESU,MAF 1,JUBA,NIMULE,1043,152,0.7
10/15/2021,C208,5Y-ESU,MAF 1,NIMULE,JUBA,926,152,0.6
10/18/2021,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,906,220,1
10/18/2021,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1047,119,0.5
10/18/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1142,120,0.5
10/18/2021,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,981,222,1
10/18/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,TORIT,811,104,0.4
10/18/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1209,120,0.5
10/19/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,980,148,0.7
10/19/2021,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,994,113,0.5
10/19/2021,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1175,239,1
10/19/2021,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,879,352,1.3
10/19/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,965,352,1.6
10/20/2021,C208,5Y-ESU,MAF 1,JUBA,KAJO KEJI,1008,113,0.5
10/20/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,NIMULE,797,56,0.3
10/20/2021,C208,5Y-ESU,MAF 1,NIMULE,ARUA,917,145,0.6
10/20/2021,C208,5Y-ESU,MAF 1,ARUA,JUBA,1224,217,0.9
10/22/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,878,120,0.6
10/22/2021,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,971,119,0.6
10/22/2021,C208,5Y-ESU,MAF 1,KAPOETA,LOKICHOGGIO,1057,106,0.5
10/22/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,906,684,2.5
11/1/2021,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,745,684,2.5
11/1/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,KAPOETA,1087,106,0.5
11/1/2021,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1166,119,0.5
11/1/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1238,120,0.6
11/5/2021,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,965,222,1
11/5/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,799,65,0.3
11/5/2021,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1175,119,0.5
11/5/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1254,120,0.5
11/8/2021,C208,5Y-ESU,MAF 1,JUBA,RUMBEK,956,304,1.2
11/8/2021,C208,5Y-ESU,MAF 1,RUMBEK,JUBA,1152,304,1.1
11/12/2021,C208,5Y-ESU,MAF 1,JUBA,RUMBEK,600,304,1.2
11/12/2021,C208,5Y-ESU,MAF 1,RUMBEK,TONJ,685,120,0.5
11/12/2021,C208,5Y-ESU,MAF 1,TONJ,YIDA,598,354,1.3
11/12/2021,C208,5Y-ESU,MAF 1,YIDA,JUBA,950,606,2.2
11/15/2021,C208,5Y-ESU,MAF 1,JUBA,BOR,1006,146,1.9
11/15/2021,C208,5Y-ESU,MAF 1,BOR,AYOD,935,217,0.9
11/15/2021,C208,5Y-ESU,MAF 1,AYOD,JUBA,1054,363,1.5
11/16/2021,C208,5Y-ESU,MAF 1,JUBA,MARIDI,765,240,0.9
11/16/2021,C208,5Y-ESU,MAF 1,MARIDI,IBBA,910,33,0.4
11/16/2021,C208,5Y-ESU,MAF 1,IBBA,YAMBIO,766,85,0.4
11/16/2021,C208,5Y-ESU,MAF 1,YAMBIO,TAMBURA,891,156,0.7
11/16/2021,C208,5Y-ESU,MAF 1,TAMBURA,JUBA,974,463,1.8
11/17/2021,C208,5Y-ESU,MAF 1,JUBA,KAJO KEJI,1016,113,1
11/17/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,YEI,821,107,0.4
11/17/2021,C208,5Y-ESU,MAF 1,YEI,KAJO KEJI,1189,107,0.6
11/17/2021,C208,5Y-ESU,MAF 1,KAJO KEJI,JUBA,957,113,0.5
11/18/2021,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,785,352,1.3
11/18/2021,C208,5Y-ESU,MAF 1,YAMBIO,RUMBEK,847,287,1.2
11/18/2021,C208,5Y-ESU,MAF 1,RUMBEK,JUBA,1138,304,1.2
11/19/2021,C208,5Y-ESU,MAF 1,JUBA,GUMRUK,1006,245,1
11/19/2021,C208,5Y-ESU,MAF 1,GUMRUK,PIBOR,644,30,0.2
11/19/2021,C208,5Y-ESU,MAF 1,PIBOR,GUMRUK,1190,30,0.2
11/19/2021,C208,5Y-ESU,MAF 1,GUMRUK,BOR,724,154,0.6
11/19/2021,C208,5Y-ESU,MAF 1,BOR,GUMRUK,791,154,0.7
11/19/2021,C208,5Y-ESU,MAF 1,GUMRUK,BOR,386,154,0.6
11/19/2021,C208,5Y-ESU,MAF 1,BOR,AYOD,982,217,0.9
11/19/2021,C208,5Y-ESU,MAF 1,AYOD,JUBA,1127,363,1.4
11/20/2021,C208,5Y-ESU,MAF 1,JUBA,YEI,956,126,0.5
11/20/2021,C208,5Y-ESU,MAF 1,YEI,MARIDI,1044,167,0.7
11/20/2021,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1152,239,0.9
11/22/2021,C208,5Y-ESU,MAF 1,JUBA,YIDA,670,606,2.1
11/22/2021,C208,5Y-ESU,MAF 1,YIDA,JUBA,961,606,2.3
11/23/2021,C208,5Y-ESU,MAF 1,JUBA,BOR,701,146,0.6
11/23/2021,C208,5Y-ESU,MAF 1,BOR,RENK,621,620,2.3
11/23/2021,C208,5Y-ESU,MAF 1,RENK,MALAKAL,1001,265,1
11/24/2021,C208,5Y-ESU,MAF 1,MALAKAL,RENK,901,265,0.6
11/24/2021,C208,5Y-ESU,MAF 1,RENK,BOR,883,620,2.3
11/24/2021,C208,5Y-ESU,MAF 1,BOR,JUBA,1205,146,1
11/25/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1162,148,0.7
11/25/2021,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1189,148,0.6
11/26/2021,C208,5Y-ESU,MAF 1,JUBA,KIMATONG,1091,183,0.9
11/26/2021,C208,5Y-ESU,MAF 1,KIMATONG,TORIT,750,80,0.4
11/26/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1274,120,0.5
11/30/2021,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,907,352,1.3
11/30/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,997,352,1.4
12/1/2021,C208,5Y-ESU,MAF 1,JUBA,MALUALKON,893,636,2.3
12/1/2021,C208,5Y-ESU,MAF 1,MALUALKON,WAU,1087,150,0.6
12/1/2021,C208,5Y-ESU,MAF 1,WAU,TONJ,1039,91,0.4
12/1/2021,C208,5Y-ESU,MAF 1,TONJ,JUBA,932,419,1.6
12/2/2021,C208,5Y-ESU,MAF 1,JUBA,MARIDI,951,239,1
12/2/2021,C208,5Y-ESU,MAF 1,MARIDI,YAMBIO,1090,119,0.5
12/2/2021,C208,5Y-ESU,MAF 1,YAMBIO,JUBA,1071,352,1.5
12/3/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,1036,120,0.6
12/3/2021,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1152,119,0.6
12/3/2021,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1234,65,0.3
12/3/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,JUBA,949,222,0.8
12/6/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,854,120,0.7
12/6/2021,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,995,104,0.5
12/6/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KIMATONG,742,61,0.4
12/6/2021,C208,5Y-ESU,MAF 1,KIMATONG,KAPOETA,652,39,0.3
12/6/2021,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1167,220,0.9
12/7/2021,C208,5Y-ESU,MAF 1,JUBA,IBBA,1006,270,1
12/7/2021,C208,5Y-ESU,MAF 1,IBBA,MARIDI,966,33,0.2
12/7/2021,C208,5Y-ESU,MAF 1,MARIDI,MUNDRI,1156,113,0.6
12/7/2021,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1189,148,0.6
12/8/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1050,148,0.6
12/8/2021,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1076,113,0.4
12/8/2021,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1234,239,1
12/10/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,1110,120,0.6
12/10/2021,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1220,119,0.6
12/10/2021,C208,5Y-ESU,MAF 1,KAPOETA,LOKI,1302,106,0.5
12/10/2021,C208,5Y-ESU,MAF 1,LOKI,KAPOETA,820,106,0.4
12/10/2021,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1193,119,0.5
12/10/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1256,120,0.5
12/13/2021,C208,5Y-ESU,MAF 1,JUBA,TORIT,1002,120,0.6
12/13/2021,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,1105,104,0.6
12/13/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,870,65,0.3
12/13/2021,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1241,220,0.8
12/14/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1003,148,0.6
12/14/2021,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1040,113,0.5
12/14/2021,C208,5Y-ESU,MAF 1,MARIDI,IBBA,1203,33,0.2
12/14/2021,C208,5Y-ESU,MAF 1,IBBA,JUBA,1076,270,1.2
12/15/2021,C208,5Y-ESU,MAF 1,JUBA,KAJOKEJI,1133,113,0.5
12/15/2021,C208,5Y-ESU,MAF 1,KAJOKEJI,JUBA,730,113,0.5
12/15/2021,C208,5Y-ESU,MAF 1,JUBA,YEI,1098,126,0.5
12/15/2021,C208,5Y-ESU,MAF 1,YEI,ARUA,1225,122,0.6
12/15/2021,C208,5Y-ESU,MAF 1,ARUA,JUBA,1279,217,0.9
12/16/2021,C208,5Y-ESU,MAF 1,JUBA,GUMRUK,1090,245,1.1
12/16/2021,C208,5Y-ESU,MAF 1,GUMRUK,JUBA,764,245,1
12/17/2021,C208,5Y-ESU,MAF 1,JUBA,KAPOETA,1041,220,1
12/17/2021,C208,5Y-ESU,MAF 1,KAPOETA,CHUKUDUM,1229,69,0.4
12/17/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,TORIT,944,104,0.4
12/17/2021,C208,5Y-ESU,MAF 1,TORIT,JUBA,1324,120,0.6
12/20/2021,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1185,148,0.7
12/20/2021,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1214,148,0.6
12/22/2021,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,938,222,1
12/22/2021,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,766,65,0.3
12/22/2021,C208,5Y-ESU,MAF 1,KAPOETA,LOKICHOGGIO,1142,106,0.5
12/22/2021,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,1046,684,2.5
1/14/2022,C208,5Y-ESU,MAF 1,LOKICHOGGIO,KAPOETA,781,106,0.5
1/14/2022,C208,5Y-ESU,MAF 1,KAPOETA,OHILANG,1169,89,0.4
1/14/2022,C208,5Y-ESU,MAF 1,OHILANG,TORIT,1108,37,0.2
1/14/2022,C208,5Y-ESU,MAF 1,TORIT,JUBA,1255,120,0.5
1/14/2022,C208,5Y-ESU,MAF 1,WILSON,WILSON,728,26,0.1
1/14/2022,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,773,684,2.6
1/18/2022,C208,5Y-ESU,MAF 1,JUBA,RUMBEK,995,304,1.2
1/18/2022,C208,5Y-ESU,MAF 1,RUMBEK,TONJ,1092,120,0.6
1/18/2022,C208,5Y-ESU,MAF 1,TONJ,MALUALKON,1012,226,0.9
1/18/2022,C208,5Y-ESU,MAF 1,MALUALKON,RUMBEK,1158,332,1.1
1/18/2022,C208,5Y-ESU,MAF 1,RUMBEK,JUBA,1296,304,1.1
1/19/2022,C208,5Y-ESU,MAF 1,JUBA,MVOLO,1059,224,1
1/19/2022,C208,5Y-ESU,MAF 1,MVOLO,TONJ,1198,196,0.8
1/19/2022,C208,5Y-ESU,MAF 1,TONJ,WAU,1142,91,0.4
1/19/2022,C208,5Y-ESU,MAF 1,WAU,YIROL,1040,307,1.3
1/19/2022,C208,5Y-ESU,MAF 1,YIROL,JUBA,1261,222,0.9
1/20/2022,C208,5Y-ESU,MAF 1,JUBA,MVOLO,1148,224,1
1/20/2022,C208,5Y-ESU,MAF 1,MVOLO,TONJ,1315,196,0.8
1/20/2022,C208,5Y-ESU,MAF 1,TONJ,WAU,1249,91,0.4
1/20/2022,C208,5Y-ESU,MAF 1,WAU,MALUALKON,1011,150,0.7
1/20/2022,C208,5Y-ESU,MAF 1,MALUALKON,JUBA,996,635,2.4
1/21/2022,C208,5Y-ESU,MAF 1,JUBA,ARILO,1182,120,0.6
1/21/2022,C208,5Y-ESU,MAF 1,ARILO,OHILANG,319,28,0.2
1/21/2022,C208,5Y-ESU,MAF 1,OHILANG,JUBA,1196,133,0.6
1/21/2022,C208,5Y-ESU,MAF 1,JUBA,CHUKUDUM,1029,222,1
1/21/2022,C208,5Y-ESU,MAF 1,CHUKUDUM,KIMATONG,1065,61,0.3
1/21/2022,C208,5Y-ESU,MAF 1,KIMATONG,TORIT,785,80,0.3
1/21/2022,C208,5Y-ESU,MAF 1,TORIT,JUBA,1296,120,0.5
1/25/2022,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,1014,352,1.3
1/25/2022,C208,5Y-ESU,MAF 1,YAMBIO,IBBA,1117,85,0.5
1/25/2022,C208,5Y-ESU,MAF 1,IBBA,JUBA,1091,270,1.2
1/25/2022,C208,5Y-ESU,MAF 1,JUBA,MARIDI,1107,239,1
1/25/2022,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1274,239,0.9
1/26/2022,C208,5Y-ESU,MAF 1,JUBA,YIROL,981,222,0.9
1/26/2022,C208,5Y-ESU,MAF 1,YIROL,RUMBRK,1147,98,0.4
1/26/2022,C208,5Y-ESU,MAF 1,RUMBEK,TONJ,1043,120,0.5
1/26/2022,C208,5Y-ESU,MAF 1,TONJ,JUBA,950,419,1.7
2/1/2022,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1058,148,0.7
2/1/2022,C208,5Y-ESU,MAF 1,MUNDRI,MARIDI,1113,113,0.5
2/1/2022,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1271,239,1
2/2/2022,C208,5Y-ESU,MAF 1,JUBA,LOKUTOK,916,143,1.2
2/2/2022,C208,5Y-ESU,MAF 1,LOKUTOK,JUBA,644,143,0.6
2/5/2022,C208,5Y-ESU,MAF 1,JUBA,TONJ,1041,419,1.6
2/5/2022,C208,5Y-ESU,MAF 1,TONJ,WAU,1108,91,0.4
2/5/2022,C208,5Y-ESU,MAF 1,WAU,MALUALKON,915,150,0.7
2/5/2022,C208,5Y-ESU,MAF 1,MALUALKON,TONJ,841,226,0.9
2/5/2022,C208,5Y-ESU,MAF 1,TONJ,MVOLO,967,196,0.8
2/5/2022,C208,5Y-ESU,MAF 1,MVOLO,JUBA,1251,224,0.8
2/8/2022,C208,5Y-ESU,MAF 1,JUBA,MALUALKON,660,635,2.2
2/8/2022,C208,5Y-ESU,MAF 1,MALUALKON,JUBA,782,635,2.5
2/11/2022,C208,5Y-ESU,MAF 1,JUBA,TORIT,793,120,0.5
2/11/2022,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,888,104,0.5
2/11/2022,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,799,65,0.4
2/11/2022,C208,5Y-ESU,MAF 1,KAPOETA,LOKICHOGGIO,1015,106,0.5
2/11/2022,C208,5Y-ESU,MAF 1,LOKICHOGGIO,WILSON,974,684,2.5
2/18/2022,C208,5Y-ESU,MAF 1,LOKICHOGGIO,KAPOETA,708,106,0.5
2/18/2022,C208,5Y-ESU,MAF 1,KAPOETA,TORIT,1091,119,0.6
2/18/2022,C208,5Y-ESU,MAF 1,TORIT,JUBA,1181,120,0.5
2/18/2022,C208,5Y-ESU,MAF 1,WILSON,LOKICHOGGIO,657,684,2.7
2/21/2022,C208,5Y-ESU,MAF 1,JUBA,TORIT,994,120,0.5
2/21/2022,C208,5Y-ESU,MAF 1,TORIT,KAPOETA,1099,119,0.6
2/21/2022,C208,5Y-ESU,MAF 1,KAPOETA,JUBA,1176,220,0.8
2/22/2022,C208,5Y-ESU,MAF 1,JUBA,MARIDI,982,239,1
2/22/2022,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1142,239,1
2/22/2022,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1030,148,0.7
2/22/2022,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1040,148,0.7
2/23/2022,C208,5Y-ESU,MAF 1,JUBA,TOCH,934,465,1.8
2/23/2022,C208,5Y-ESU,MAF 1,TOCH,JUBA,394,465,1.8
2/24/2022,C208,5Y-ESU,MAF 1,JUBA,MUNDRI,1186,148,0.7
2/24/2022,C208,5Y-ESU,MAF 1,MUNDRI,JUBA,1202,148,0.6
2/24/2022,C208,5Y-ESU,MAF 1,JUBA,PHOM,939,504,1.9
2/24/2022,C208,5Y-ESU,MAF 1,PHOM,JUBA,393,504,1.8
2/25/2022,C208,5Y-ESU,MAF 1,JUBA,MABIOR,1015,256,1.1
2/25/2022,C208,5Y-ESU,MAF 1,MABIOR,JUBA,1190,256,1
3/3/2022,C208,5Y-ESU,MAF 1,JUBA,PIBOR,1039,272,1.1
3/3/2022,C208,5Y-ESU,MAF 1,PIBOR,JUBA,1195,272,1.1
3/4/2022,C208,5Y-ESU,MAF 1,JUBA,AKOBO,944,357,1.4
3/4/2022,C208,5Y-ESU,MAF 1,AKOBO,JUBA,1160,357,1.3
3/7/2022,C208,5Y-ESU,MAF 1,JUBA,TORIT,1013,120,0.5
3/7/2022,C208,5Y-ESU,MAF 1,TORIT,CHUKUDUM,1151,104,0.5
3/7/2022,C208,5Y-ESU,MAF 1,CHUKUDUM,KAPOETA,1047,65,0.3
3/7/2022,C208,5Y-ESU,MAF 1,KAPOETA,OHILANG,1242,89,0.4
3/7/2022,C208,5Y-ESU,MAF 1,OHILANG,LOKUTOK,1182,9,0.1
3/7/2022,C208,5Y-ESU,MAF 1,LOKUTOK,TORIT,845,41,0.2
3/7/2022,C208,5Y-ESU,MAF 1,TORIT,JUBA,1333,120,0.5
3/8/2022,C208,5Y-ESU,MAF 1,JUBA,MARIDI,1052,239,1
3/8/2022,C208,5Y-ESU,MAF 1,MARIDI,JUBA,1232,239,1
3/8/2022,C208,5Y-ESU,MAF 1,JUBA,YAMBIO,933,352,1.3
